floors,bathrooms,kitchens,location,quality,cost
7.0,7.0,3.0,1,1,1699070.71
6.0,2.0,1.0,1,0,384385.65
8.0,3.0,1.0,2,1,969821.66
6.0,4.0,2.0,2,2,1381312.77
7.0,2.0,4.0,0,0,405486.66
1.0,5.0,3.0,1,1,227396.52
9.0,7.0,2.0,2,1,3107661.43
8.0,4.0,1.0,1,0,918592.21
1.0,1.0,3.0,2,1,151526.05
4.0,7.0,2.0,1,0,819180.61
4.0,7.0,4.0,0,0,593858.65
6.0,1.0,4.0,1,0,250425.48
9.0,5.0,4.0,1,2,2034465.53
2.0,4.0,2.0,0,2,317831.19
9.0,4.0,4.0,1,1,1150344.64
9.0,4.0,2.0,1,2,1651454.22
1.0,5.0,4.0,0,1,203504.45
1.0,6.0,2.0,1,1,279870.24
9.0,6.0,3.0,0,1,1742526.67
9.0,3.0,1.0,0,1,731985.65
3.0,3.0,1.0,2,2,595115.18
3.0,6.0,1.0,1,0,451354.6
8.0,1.0,4.0,0,2,302257.94
1.0,3.0,4.0,1,0,132478.37
5.0,6.0,3.0,1,2,1485624.65
6.0,7.0,2.0,0,0,865735.09
7.0,3.0,3.0,0,1,641424.62
5.0,3.0,2.0,2,0,581556.91
2.0,2.0,3.0,2,1,270784.49
2.0,7.0,3.0,0,0,339027.76
2.0,1.0,4.0,0,2,185042.44
7.0,1.0,3.0,1,0,219822.88
1.0,2.0,1.0,0,0,47774.84
9.0,3.0,3.0,0,1,653394.72
6.0,3.0,4.0,2,2,1348740.84
2.0,7.0,4.0,0,1,462883.71
5.0,1.0,4.0,0,1,203666.77
7.0,3.0,4.0,0,2,805324.88
2.0,2.0,3.0,0,2,194518.96
2.0,3.0,2.0,0,0,129723.11
7.0,5.0,2.0,1,0,978284.81
9.0,7.0,2.0,1,0,1630778.07
3.0,4.0,4.0,0,1,379901.63
8.0,2.0,4.0,2,2,938166.1
4.0,6.0,3.0,0,1,711083.28
1.0,7.0,1.0,2,1,336120.23
1.0,4.0,3.0,0,1,193212.13
7.0,1.0,3.0,2,2,500395.86
5.0,4.0,1.0,1,1,692090.84
8.0,4.0,4.0,0,0,765412.63
7.0,5.0,3.0,1,2,1651949.79
7.0,7.0,1.0,0,1,1404760.44
7.0,4.0,3.0,1,2,1098023.17
7.0,2.0,1.0,2,0,458885.78
4.0,3.0,2.0,0,1,412568.67
8.0,6.0,3.0,2,0,1545579.27
3.0,5.0,3.0,1,1,690413.7
4.0,1.0,4.0,2,2,420520.69
1.0,3.0,4.0,0,2,210640.09
7.0,6.0,1.0,0,2,1471447.01
8.0,6.0,3.0,2,0,1641058.02
1.0,5.0,2.0,2,1,338396.78
3.0,7.0,1.0,0,1,684647.28
5.0,6.0,2.0,2,0,1080125.53
1.0,2.0,3.0,0,2,141676.48
5.0,5.0,1.0,0,1,611495.27
4.0,2.0,1.0,0,1,241445.39
7.0,2.0,4.0,1,1,596765.32
8.0,6.0,4.0,0,2,1847925.01
9.0,7.0,1.0,2,0,1903863.43
1.0,3.0,2.0,2,2,265125.72
8.0,5.0,1.0,0,2,1574834.59
4.0,3.0,1.0,2,2,699932.88
7.0,4.0,3.0,2,1,1447610.47
9.0,7.0,3.0,1,1,2411966.28
2.0,5.0,4.0,2,2,807721.89
7.0,3.0,4.0,1,0,645171.86
4.0,7.0,4.0,0,1,896202.6
1.0,4.0,4.0,2,1,319962.69
8.0,4.0,2.0,1,2,1626524.93
7.0,1.0,3.0,2,1,390048.47
8.0,2.0,3.0,0,2,648057.71
6.0,3.0,4.0,2,2,1193841.92
5.0,1.0,1.0,0,1,149696.41
6.0,7.0,3.0,0,1,1025741.47
2.0,2.0,3.0,1,2,323603.38
9.0,7.0,2.0,1,1,2126043.59
8.0,1.0,4.0,0,1,305071.57
1.0,3.0,2.0,1,0,95162.07
6.0,4.0,3.0,2,2,1380551.51
1.0,1.0,2.0,0,0,48932.98
5.0,4.0,3.0,2,2,1235437.19
5.0,4.0,3.0,1,0,503051.41
8.0,2.0,3.0,1,0,461472.03
3.0,3.0,2.0,0,1,298914.28
8.0,4.0,2.0,1,2,1486268.84
5.0,3.0,1.0,1,1,495625.55
6.0,3.0,2.0,0,1,562912.79
6.0,2.0,1.0,0,1,348031.41
9.0,2.0,4.0,0,2,715755.77
9.0,7.0,2.0,0,1,1843512.03
2.0,4.0,3.0,1,0,278100.58
5.0,4.0,1.0,1,0,568439.94
2.0,7.0,4.0,1,0,439387.92
4.0,3.0,2.0,0,1,373391.84
5.0,4.0,4.0,0,2,817114.37
5.0,4.0,3.0,2,2,1357947.62
6.0,1.0,3.0,1,0,203665.64
7.0,7.0,1.0,2,0,1743485.14
5.0,7.0,3.0,1,2,1712401.74
6.0,6.0,4.0,1,1,1344201.41
5.0,1.0,2.0,1,1,207460.26
6.0,1.0,3.0,1,1,318835.66
3.0,5.0,4.0,2,2,1057583.3
5.0,1.0,2.0,1,0,136453.94
9.0,5.0,4.0,0,0,1038809.22
3.0,7.0,2.0,0,2,903389.98
8.0,3.0,3.0,2,0,785049.49
1.0,5.0,2.0,1,0,158934.84
4.0,2.0,4.0,0,2,404425.59
8.0,6.0,3.0,0,2,2044027.71
7.0,1.0,3.0,0,0,196164.48
5.0,7.0,4.0,1,0,999470.08
3.0,3.0,2.0,0,2,389602.46
2.0,5.0,1.0,1,2,398467.37
9.0,4.0,1.0,2,1,1781442.6
7.0,6.0,1.0,0,1,1125725.37
8.0,1.0,1.0,2,1,356490.72
8.0,2.0,3.0,1,0,454772.09
5.0,3.0,1.0,0,1,430337.07
2.0,6.0,2.0,1,0,356440.29
8.0,3.0,3.0,2,1,1165167.51
1.0,3.0,4.0,2,1,253985.67
8.0,6.0,4.0,1,1,1475116.11
7.0,4.0,2.0,1,2,1342573.37
4.0,4.0,1.0,2,2,930300.4
4.0,3.0,2.0,0,1,385547.12
8.0,1.0,2.0,0,1,273589.83
9.0,1.0,1.0,2,2,508399.24
2.0,4.0,4.0,2,2,686360.65
9.0,2.0,1.0,1,1,696159.88
4.0,1.0,1.0,0,1,114409.35
5.0,4.0,2.0,2,0,696930.54
6.0,3.0,4.0,2,2,1322236.07
9.0,1.0,1.0,0,1,342340.65
9.0,2.0,1.0,0,0,362073.53
9.0,4.0,1.0,1,1,1155120.16
6.0,1.0,4.0,0,0,144890.56
6.0,4.0,3.0,2,1,986543.5
6.0,4.0,3.0,1,1,1041557.46
3.0,6.0,3.0,0,2,680794.77
7.0,3.0,2.0,1,2,1134308.19
2.0,3.0,2.0,2,2,463068.97
6.0,4.0,2.0,1,2,971206.31
4.0,6.0,2.0,2,1,1040863.78
6.0,6.0,2.0,0,2,1417567.27
9.0,4.0,4.0,2,0,1247967.18
5.0,2.0,2.0,0,0,228814.93
2.0,4.0,4.0,1,2,447789.23
1.0,6.0,1.0,1,2,298402.15
9.0,7.0,1.0,0,0,1181819.12
7.0,4.0,1.0,0,1,787491.36
6.0,4.0,4.0,1,2,1372097.55
7.0,6.0,3.0,1,2,2015525.7
5.0,7.0,3.0,2,2,2446379.61
1.0,5.0,1.0,0,2,205644.88
6.0,6.0,4.0,0,2,1474617.25
3.0,2.0,2.0,1,0,176354.64
1.0,5.0,1.0,2,1,276763.8
5.0,1.0,2.0,0,0,99601.77
7.0,1.0,3.0,2,2,545550.92
9.0,6.0,1.0,1,2,2480810.61
1.0,2.0,2.0,2,0,121705.8
5.0,6.0,3.0,0,0,638849.25
6.0,7.0,3.0,0,1,1362414.43
5.0,2.0,2.0,2,0,416415.36
5.0,5.0,4.0,0,0,494244.32
4.0,3.0,3.0,0,1,347028.82
8.0,5.0,1.0,2,1,1545973.61
9.0,5.0,4.0,0,2,1481710.4
8.0,4.0,4.0,0,1,1040333.78
6.0,6.0,2.0,2,0,1311044.28
2.0,1.0,2.0,1,0,91274.87
2.0,5.0,2.0,0,2,398016.52
3.0,3.0,4.0,2,0,415851.1
4.0,2.0,4.0,2,0,342085.34
9.0,4.0,3.0,0,1,940393.38
3.0,4.0,1.0,1,0,343894.92
8.0,5.0,1.0,1,0,1037116.32
3.0,3.0,2.0,1,0,222710.74
6.0,3.0,4.0,2,2,1263656.69
3.0,3.0,4.0,1,2,507054.44
6.0,1.0,4.0,2,2,469260.22
7.0,7.0,4.0,1,0,1340616.06
1.0,5.0,4.0,0,1,223660.04
9.0,7.0,2.0,2,2,3575284.38
5.0,5.0,4.0,2,2,1671584.29
1.0,7.0,2.0,0,0,165639.36
5.0,5.0,3.0,0,0,541814.01
4.0,1.0,2.0,1,0,142487.56
8.0,7.0,2.0,0,1,1595806.24
1.0,5.0,3.0,1,0,200553.29
1.0,4.0,3.0,2,2,302756.05
2.0,7.0,2.0,1,0,410238.02
4.0,6.0,1.0,1,2,1053781.85
5.0,6.0,4.0,1,0,820242.51
8.0,1.0,4.0,0,1,283267.53
9.0,2.0,3.0,0,1,540233.95
3.0,1.0,2.0,1,1,136102.19
2.0,1.0,2.0,0,2,119153.51
3.0,1.0,1.0,2,1,149193.54
7.0,3.0,1.0,2,1,917989.04
5.0,2.0,4.0,2,2,678503.49
1.0,5.0,4.0,0,0,160243.39
2.0,4.0,1.0,0,2,340436.29
8.0,4.0,1.0,1,0,908216.45
6.0,1.0,1.0,2,2,428073.42
1.0,7.0,1.0,1,1,296862.48
6.0,6.0,4.0,1,0,940456.27
4.0,3.0,4.0,0,0,327038.34
4.0,1.0,2.0,1,1,199710.18
4.0,3.0,3.0,1,0,404186.91
7.0,6.0,2.0,2,1,2042765.82
8.0,1.0,4.0,2,0,384059.44
3.0,3.0,3.0,1,0,272683.08
8.0,3.0,1.0,1,2,1153049.77
4.0,7.0,1.0,1,0,656540.23
9.0,5.0,4.0,1,0,1199900.4
6.0,7.0,1.0,0,0,733572.62
9.0,6.0,2.0,1,2,2870608.61
1.0,1.0,1.0,2,1,82821.94
5.0,2.0,3.0,0,1,314433.26
8.0,3.0,4.0,1,0,615714.77
2.0,3.0,4.0,2,0,267171.61
5.0,7.0,3.0,0,2,1486836.77
9.0,1.0,2.0,1,1,375723.38
6.0,6.0,1.0,0,0,720568.78
8.0,7.0,3.0,1,0,1610250.89
4.0,4.0,3.0,1,0,403779.89
9.0,3.0,2.0,1,0,729526.54
9.0,3.0,4.0,0,0,590119.37
5.0,7.0,1.0,2,1,1577683.59
7.0,5.0,2.0,0,0,662297.0
3.0,2.0,1.0,2,2,403359.65
7.0,2.0,4.0,1,1,540675.5
9.0,6.0,4.0,2,1,2533721.56
9.0,7.0,2.0,2,1,3527152.21
6.0,6.0,2.0,2,1,1829883.98
6.0,1.0,4.0,1,0,230740.97
7.0,1.0,4.0,2,0,291083.21
3.0,1.0,1.0,2,2,203527.28
7.0,3.0,4.0,2,1,1009659.61
6.0,6.0,2.0,2,0,1402770.58
2.0,3.0,4.0,2,1,367612.72
1.0,2.0,3.0,0,2,141504.98
2.0,6.0,4.0,1,1,492069.68
1.0,4.0,4.0,2,2,392446.44
5.0,1.0,3.0,1,0,188171.91
1.0,4.0,1.0,2,1,181098.71
7.0,1.0,1.0,0,1,184896.19
6.0,4.0,4.0,1,0,753049.95
1.0,6.0,1.0,0,1,179050.21
9.0,3.0,1.0,1,2,1270235.75
8.0,3.0,4.0,2,2,1605195.25
9.0,1.0,3.0,0,1,319392.93
9.0,6.0,3.0,1,0,1406761.71
3.0,5.0,1.0,0,2,627565.62
4.0,6.0,2.0,1,2,1180077.42
7.0,7.0,4.0,0,1,1389338.46
7.0,1.0,4.0,0,1,221654.6
5.0,7.0,3.0,2,2,1996079.75
2.0,4.0,4.0,1,2,467214.54
7.0,2.0,4.0,0,1,444941.74
5.0,4.0,4.0,0,1,674403.6
8.0,4.0,1.0,0,1,837762.59
2.0,4.0,1.0,1,0,194671.36
7.0,1.0,1.0,2,1,374258.79
4.0,5.0,4.0,0,2,945887.51
4.0,7.0,3.0,0,1,926928.42
2.0,7.0,1.0,2,2,910947.96
5.0,1.0,2.0,1,1,216835.9
4.0,4.0,1.0,1,1,575388.75
8.0,7.0,3.0,0,1,1659582.94
4.0,3.0,2.0,1,1,431014.5
9.0,4.0,3.0,2,2,2511365.89
1.0,4.0,1.0,2,2,260255.22
7.0,6.0,2.0,1,0,990791.41
4.0,2.0,2.0,0,0,165888.48
7.0,3.0,2.0,2,2,1236081.27
4.0,5.0,4.0,2,0,799236.45
2.0,7.0,2.0,0,0,294799.66
2.0,6.0,3.0,0,2,590091.61
4.0,4.0,4.0,2,1,844137.26
8.0,3.0,3.0,1,2,1346851.52
8.0,1.0,2.0,2,1,371880.69
7.0,6.0,3.0,1,0,1151980.59
8.0,4.0,2.0,2,0,1128829.97
1.0,6.0,4.0,0,2,278945.59
9.0,7.0,4.0,2,0,2634252.19
7.0,4.0,3.0,1,1,1095357.75
6.0,4.0,4.0,2,2,1657508.18
2.0,7.0,1.0,0,2,506703.08
8.0,1.0,3.0,2,1,474850.5
8.0,2.0,2.0,2,0,495933.99
9.0,7.0,2.0,0,1,1896980.29
4.0,6.0,1.0,1,1,772419.21
8.0,7.0,3.0,0,2,1894273.96
7.0,1.0,3.0,0,2,356475.07
1.0,7.0,1.0,2,2,460983.29
5.0,4.0,1.0,2,0,618537.1
1.0,3.0,4.0,1,2,274916.22
5.0,4.0,4.0,1,2,1015945.43
6.0,5.0,3.0,0,1,945618.05
3.0,2.0,1.0,1,2,292516.37
4.0,4.0,4.0,2,0,632814.83
4.0,2.0,1.0,1,0,270935.83
9.0,7.0,1.0,0,2,2384378.17
9.0,4.0,3.0,0,2,1510408.24
5.0,3.0,3.0,2,0,532279.14
7.0,5.0,3.0,1,0,1054569.6
2.0,5.0,3.0,0,1,290558.15
2.0,6.0,4.0,0,0,323123.98
8.0,5.0,4.0,2,0,1297842.57
2.0,7.0,1.0,1,0,420736.73
3.0,2.0,4.0,2,2,477959.92
4.0,4.0,3.0,1,1,663374.04
2.0,5.0,3.0,1,2,569738.67
3.0,2.0,4.0,2,1,438023.22
1.0,3.0,1.0,2,2,214128.85
2.0,1.0,3.0,2,1,178049.82
4.0,1.0,4.0,2,1,327538.28
5.0,6.0,1.0,0,2,1224542.88
7.0,3.0,1.0,2,1,918558.49
9.0,3.0,3.0,0,0,585394.53
6.0,4.0,4.0,2,0,850479.84
4.0,2.0,1.0,0,2,347835.64
7.0,1.0,2.0,2,1,394736.15
4.0,2.0,4.0,1,0,253768.04
4.0,2.0,1.0,0,0,198339.62
3.0,2.0,2.0,0,1,175459.93
3.0,5.0,2.0,2,2,1083903.77
3.0,7.0,4.0,0,1,656162.32
6.0,4.0,2.0,2,2,1419635.83
2.0,3.0,3.0,0,2,269467.24
4.0,4.0,2.0,0,1,468573.44
1.0,6.0,1.0,0,2,217480.54
4.0,1.0,3.0,2,2,347155.55
9.0,2.0,3.0,2,0,682283.45
6.0,4.0,3.0,0,2,863463.02
8.0,7.0,3.0,2,2,3596698.86
6.0,2.0,3.0,0,1,414897.29
9.0,4.0,3.0,2,0,1069877.38
2.0,5.0,4.0,1,1,475321.21
8.0,2.0,1.0,1,0,409575.35
6.0,6.0,1.0,1,0,883578.79
4.0,2.0,3.0,2,1,395211.37
9.0,4.0,1.0,2,0,1178144.88
2.0,1.0,2.0,2,2,172854.3
4.0,5.0,3.0,2,1,904661.09
8.0,1.0,1.0,1,0,214939.86
5.0,2.0,4.0,0,2,495650.71
9.0,6.0,2.0,2,2,3181929.63
7.0,1.0,1.0,0,0,160920.59
6.0,7.0,3.0,2,0,1281439.27
9.0,6.0,1.0,2,0,2086639.04
5.0,7.0,4.0,0,1,983706.56
4.0,1.0,2.0,0,2,174357.84
8.0,3.0,1.0,0,1,661462.49
8.0,3.0,2.0,0,0,540655.36
8.0,7.0,2.0,0,2,2041405.01
9.0,1.0,1.0,1,1,368666.2
7.0,3.0,4.0,2,2,1503226.24
2.0,1.0,3.0,0,2,159720.26
8.0,7.0,2.0,0,1,1625092.97
7.0,4.0,1.0,0,0,563231.14
7.0,7.0,4.0,0,1,1372002.61
6.0,1.0,1.0,0,2,237741.12
6.0,1.0,3.0,1,0,219524.48
9.0,2.0,1.0,0,1,541664.76
2.0,6.0,3.0,0,1,387090.94
4.0,6.0,3.0,2,1,1278975.15
8.0,2.0,1.0,0,2,642544.46
5.0,7.0,4.0,2,0,1400187.71
4.0,7.0,1.0,0,0,603587.16
1.0,3.0,1.0,1,1,127538.65
5.0,3.0,1.0,0,1,423795.37
1.0,2.0,2.0,1,0,86784.16
2.0,3.0,3.0,0,0,154083.91
1.0,6.0,3.0,1,2,387691.33
4.0,7.0,4.0,0,1,921292.38
2.0,7.0,3.0,0,1,505247.27
4.0,5.0,4.0,1,1,819971.44
5.0,1.0,3.0,0,2,301360.63
9.0,5.0,3.0,2,0,1512865.29
2.0,5.0,4.0,0,1,402118.88
5.0,1.0,3.0,2,1,329969.48
4.0,7.0,2.0,0,1,704315.02
5.0,6.0,2.0,0,1,893682.29
2.0,4.0,4.0,2,2,552551.62
7.0,1.0,1.0,1,0,170605.38
2.0,4.0,1.0,0,2,321748.77
9.0,3.0,3.0,2,2,1735057.01
3.0,1.0,1.0,1,0,91992.34
1.0,4.0,1.0,1,2,195711.16
1.0,6.0,3.0,1,2,321055.19
4.0,2.0,2.0,0,2,375575.81
5.0,3.0,3.0,1,1,601266.73
7.0,7.0,4.0,1,1,1738545.41
9.0,1.0,4.0,0,2,434323.11
1.0,6.0,4.0,2,0,282192.41
5.0,1.0,2.0,2,1,270301.07
1.0,2.0,4.0,2,2,284742.28
7.0,4.0,4.0,0,0,692473.74
1.0,3.0,4.0,2,1,243371.43
7.0,2.0,4.0,2,0,577327.87
6.0,1.0,2.0,0,1,209143.79
2.0,4.0,1.0,0,0,173025.74
5.0,6.0,1.0,2,1,1406523.85
9.0,6.0,1.0,2,1,2586036.98
6.0,1.0,1.0,0,1,193628.35
4.0,3.0,3.0,1,0,376876.54
4.0,5.0,2.0,0,0,436370.45
2.0,4.0,1.0,1,2,374461.94
3.0,5.0,2.0,0,0,307383.58
2.0,5.0,2.0,0,1,373041.51
8.0,6.0,1.0,1,1,1588960.74
6.0,2.0,4.0,2,0,431875.14
6.0,2.0,2.0,2,2,788763.7
9.0,5.0,2.0,0,1,1329492.42
6.0,7.0,4.0,2,1,1748281.82
5.0,4.0,3.0,1,0,584632.66
2.0,5.0,3.0,0,2,459381.92
1.0,6.0,2.0,1,2,308291.67
1.0,3.0,2.0,1,1,161393.73
6.0,2.0,2.0,1,2,643363.79
6.0,2.0,4.0,1,1,556329.84
3.0,2.0,3.0,2,1,394869.18
9.0,1.0,4.0,2,1,563661.6
5.0,6.0,3.0,2,1,1490100.54
9.0,7.0,1.0,1,2,2820445.26
6.0,5.0,3.0,0,2,1238085.56
9.0,7.0,4.0,1,1,2618121.43
5.0,1.0,1.0,2,1,270532.08
9.0,1.0,2.0,0,1,262334.47
5.0,5.0,3.0,0,2,1047980.38
9.0,5.0,1.0,0,0,1003407.34
4.0,3.0,3.0,1,2,580642.14
9.0,2.0,3.0,0,2,736396.44
2.0,6.0,4.0,0,2,519764.35
1.0,3.0,2.0,2,1,207886.01
1.0,1.0,3.0,2,1,147084.46
3.0,6.0,1.0,2,1,979513.74
5.0,6.0,4.0,0,2,1255850.32
9.0,2.0,3.0,0,0,399173.94
8.0,6.0,4.0,1,2,2138053.05
2.0,5.0,2.0,0,1,339403.11
3.0,2.0,3.0,0,0,155056.82
5.0,1.0,3.0,1,1,243053.33
5.0,3.0,2.0,1,1,608556.4
6.0,5.0,1.0,2,2,1863673.96
4.0,6.0,4.0,1,2,1165150.87
2.0,4.0,2.0,0,2,364004.09
6.0,7.0,1.0,1,2,2044800.69
9.0,7.0,2.0,0,0,1013216.79
8.0,2.0,1.0,0,0,330202.18
9.0,6.0,4.0,0,1,1482919.14
3.0,1.0,1.0,0,2,136051.62
8.0,7.0,4.0,2,1,2825574.19
4.0,4.0,2.0,1,0,432821.36
4.0,1.0,4.0,2,0,187414.74
7.0,2.0,3.0,2,2,822376.23
3.0,6.0,1.0,0,2,814241.46
9.0,3.0,3.0,1,2,1186282.44
5.0,1.0,1.0,1,1,188021.21
5.0,6.0,1.0,2,0,897520.46
7.0,6.0,1.0,1,1,1780892.11
8.0,4.0,4.0,2,2,2015889.36
3.0,3.0,2.0,1,2,492221.97
2.0,3.0,1.0,1,1,259808.74
6.0,6.0,4.0,2,1,1977738.19
5.0,2.0,2.0,0,0,213510.71
3.0,7.0,1.0,2,2,1164333.74
5.0,4.0,4.0,0,1,668763.58
3.0,1.0,2.0,0,1,113100.37
4.0,3.0,3.0,0,2,505209.35
5.0,5.0,4.0,1,0,678960.42
2.0,2.0,4.0,1,1,229494.84
9.0,1.0,1.0,1,1,374103.67
5.0,5.0,2.0,0,0,540775.64
6.0,4.0,1.0,1,0,601138.87
3.0,2.0,2.0,1,0,167296.29
3.0,6.0,4.0,1,0,518561.77
3.0,4.0,3.0,1,0,360287.25
5.0,5.0,4.0,2,0,846946.49
3.0,1.0,1.0,1,2,172504.98
4.0,3.0,1.0,2,2,692169.92
2.0,6.0,3.0,0,2,515142.57
6.0,7.0,2.0,2,0,1247326.16
4.0,3.0,2.0,1,2,520574.77
5.0,7.0,1.0,1,0,943741.14
4.0,6.0,1.0,1,1,867482.99
9.0,4.0,2.0,1,1,1361628.61
3.0,2.0,3.0,0,0,198255.57
9.0,3.0,1.0,2,0,1030085.37
9.0,7.0,3.0,1,2,2901410.95
8.0,2.0,1.0,2,0,458257.54
7.0,3.0,3.0,1,2,1088998.23
2.0,4.0,3.0,1,0,274488.96
5.0,1.0,2.0,1,1,203006.86
7.0,7.0,4.0,2,2,2930955.39
1.0,7.0,2.0,1,1,302616.9
9.0,1.0,3.0,0,0,230475.97
4.0,2.0,3.0,2,1,462518.03
5.0,2.0,1.0,2,1,530476.38
9.0,5.0,2.0,1,2,2246332.88
8.0,1.0,3.0,2,1,403172.11
3.0,5.0,3.0,0,2,558125.65
9.0,2.0,3.0,2,0,683033.93
4.0,7.0,1.0,1,0,710273.02
7.0,6.0,4.0,1,1,1478273.49
2.0,5.0,3.0,1,1,374215.03
9.0,6.0,2.0,2,2,2955224.81
1.0,5.0,3.0,1,2,346051.99
5.0,7.0,2.0,2,0,1175690.3
1.0,3.0,4.0,2,2,351960.38
3.0,1.0,2.0,2,0,117883.8
2.0,4.0,4.0,1,1,373140.7
9.0,7.0,2.0,2,0,1828651.52
7.0,4.0,4.0,0,1,802636.0
2.0,4.0,1.0,2,0,287237.47
3.0,5.0,3.0,2,0,531637.26
2.0,6.0,2.0,2,2,796616.17
4.0,1.0,2.0,2,2,342886.42
2.0,1.0,1.0,2,2,167629.43
1.0,5.0,1.0,0,1,179304.11
5.0,4.0,1.0,2,2,1091876.82
8.0,4.0,1.0,1,2,1610279.14
7.0,5.0,4.0,2,2,2270308.56
4.0,2.0,3.0,1,0,249735.49
7.0,2.0,2.0,2,1,670958.49
4.0,4.0,3.0,1,2,858740.88
9.0,1.0,4.0,1,2,535863.69
8.0,4.0,3.0,1,2,1486717.8
8.0,4.0,1.0,2,1,1462295.45
8.0,2.0,4.0,0,1,561710.48
3.0,7.0,3.0,2,2,1626855.02
6.0,2.0,3.0,1,0,324293.87
6.0,6.0,2.0,2,2,2012899.41
3.0,3.0,3.0,2,2,722892.66
9.0,6.0,2.0,1,1,1948948.05
7.0,4.0,1.0,1,2,1190011.28
5.0,4.0,1.0,0,1,540099.71
4.0,1.0,4.0,2,0,228974.66
6.0,2.0,1.0,1,1,440204.68
1.0,5.0,2.0,2,0,208548.01
2.0,1.0,1.0,1,0,72727.24
1.0,5.0,1.0,0,0,121097.59
9.0,5.0,2.0,1,0,1180645.45
5.0,2.0,2.0,1,0,312490.18
2.0,2.0,3.0,1,0,157448.66
2.0,6.0,1.0,0,0,228130.08
1.0,4.0,4.0,0,0,139105.38
5.0,1.0,3.0,2,2,465282.01
4.0,2.0,3.0,2,1,469583.82
8.0,1.0,4.0,2,0,362778.43
1.0,4.0,2.0,2,1,264085.08
4.0,7.0,4.0,2,0,1036232.99
5.0,1.0,4.0,2,2,433777.23
3.0,6.0,4.0,2,1,812445.6
4.0,4.0,1.0,0,1,508392.85
4.0,7.0,3.0,1,2,1407868.88
4.0,5.0,2.0,1,2,939351.84
8.0,7.0,4.0,1,1,2191083.5
6.0,3.0,4.0,1,2,1087510.61
2.0,4.0,2.0,2,2,539920.44
7.0,4.0,2.0,2,0,1067262.94
8.0,7.0,3.0,1,1,2098545.99
9.0,4.0,1.0,2,1,1741629.99
8.0,5.0,3.0,2,2,2118021.21
5.0,2.0,4.0,0,1,356687.18
6.0,3.0,1.0,1,2,782003.36
4.0,3.0,1.0,2,1,566939.08
2.0,2.0,4.0,1,1,235078.22
1.0,5.0,3.0,0,0,131534.97
9.0,1.0,1.0,2,0,313767.36
3.0,6.0,3.0,0,2,651062.28
6.0,7.0,4.0,0,2,1456825.1
2.0,4.0,2.0,0,0,203887.55
3.0,4.0,1.0,1,1,404223.54
3.0,2.0,1.0,1,0,170344.77
2.0,1.0,2.0,2,1,164291.16
2.0,7.0,2.0,2,2,819440.4
6.0,5.0,1.0,1,2,1410147.67
8.0,2.0,4.0,2,0,686553.81
3.0,1.0,1.0,2,1,146571.83
5.0,7.0,4.0,1,2,1814415.02
1.0,5.0,3.0,2,1,336956.38
4.0,5.0,4.0,1,1,937646.98
4.0,7.0,1.0,2,0,876511.31
6.0,1.0,2.0,0,0,147747.44
3.0,7.0,4.0,0,1,664671.37
9.0,7.0,2.0,2,0,1837170.37
4.0,4.0,2.0,1,1,553779.94
6.0,1.0,1.0,2,1,305726.53
4.0,1.0,3.0,1,2,302074.34
2.0,2.0,3.0,1,1,211450.34
1.0,7.0,4.0,1,2,427931.75
9.0,1.0,3.0,0,0,251066.95
1.0,5.0,1.0,1,2,266030.08
2.0,1.0,3.0,0,2,125442.19
7.0,5.0,2.0,0,0,778233.25
7.0,2.0,2.0,1,2,662807.69
6.0,7.0,2.0,0,1,1168548.52
8.0,3.0,1.0,2,0,693160.66
5.0,2.0,1.0,1,0,287405.38
8.0,2.0,4.0,1,2,893971.5
1.0,5.0,4.0,0,2,244349.38
6.0,5.0,3.0,1,2,1535200.93
6.0,5.0,1.0,1,0,757921.45
7.0,5.0,4.0,1,2,1691718.49
8.0,3.0,2.0,2,1,1053737.88
4.0,2.0,4.0,2,1,522440.59
2.0,1.0,4.0,1,1,152245.57
8.0,5.0,1.0,2,0,1403782.63
6.0,2.0,2.0,0,0,256452.41
7.0,4.0,1.0,1,1,1006033.15
2.0,5.0,3.0,2,0,339577.43
5.0,6.0,4.0,0,1,847367.19
1.0,3.0,1.0,0,0,67967.06
9.0,3.0,1.0,1,0,677457.09
5.0,5.0,4.0,0,1,840813.0
3.0,6.0,1.0,0,2,639521.22
7.0,2.0,2.0,1,2,792991.87
5.0,7.0,3.0,2,0,1205738.35
6.0,3.0,4.0,1,1,707866.4
3.0,7.0,2.0,1,2,1028943.97
7.0,6.0,2.0,2,2,2918873.42
1.0,2.0,4.0,2,0,163565.89
2.0,1.0,1.0,0,1,78924.67
7.0,3.0,3.0,2,0,742656.93
7.0,1.0,4.0,0,0,164759.03
7.0,4.0,2.0,1,0,744282.15
2.0,4.0,4.0,2,2,686283.3
9.0,2.0,1.0,2,2,1045314.35
7.0,5.0,4.0,1,1,1317084.88
9.0,4.0,1.0,0,1,1133218.41
9.0,6.0,1.0,2,2,3356309.67
1.0,4.0,4.0,0,2,215538.63
3.0,2.0,1.0,1,2,313783.66
6.0,2.0,4.0,2,1,609537.95
1.0,1.0,1.0,0,0,32518.92
4.0,3.0,4.0,0,1,446314.52
9.0,1.0,1.0,0,1,272732.36
5.0,6.0,1.0,2,1,1409739.9
5.0,6.0,3.0,0,0,590903.75
8.0,5.0,4.0,2,1,1719276.03
