floors,rooms_per_floor,location,quality,cost
4.0,6.0,0,2,267608.85
4.0,13.0,2,1,717191.17
5.0,2.0,0,0,64955.52
2.0,4.0,1,2,109682.13
2.0,8.0,0,0,105359.28
4.0,10.0,1,0,339902.43
4.0,9.0,2,2,708171.8
8.0,11.0,2,0,937246.11
5.0,10.0,0,2,568973.55
3.0,2.0,1,1,61794.52
7.0,4.0,2,2,558325.96
9.0,3.0,2,0,267936.96
4.0,11.0,2,0,423245.7
3.0,2.0,0,0,34181.35
4.0,12.0,0,2,591059.35
5.0,9.0,1,0,309267.09
8.0,10.0,0,1,764303.66
3.0,14.0,1,2,661390.31
1.0,10.0,1,2,129365.78
8.0,13.0,0,0,645554.16
7.0,13.0,2,0,852574.54
8.0,5.0,1,2,663564.32
7.0,3.0,2,2,429186.52
1.0,14.0,1,1,158455.08
3.0,11.0,1,1,390223.3
7.0,4.0,0,0,180955.89
1.0,8.0,2,2,154738.81
5.0,6.0,0,0,209401.89
5.0,8.0,0,0,255349.25
5.0,14.0,1,1,831342.01
8.0,7.0,0,2,651397.86
8.0,11.0,0,1,805452.16
4.0,10.0,1,1,443775.12
5.0,10.0,1,2,809762.47
1.0,2.0,2,1,26602.98
5.0,14.0,1,2,1105096.37
4.0,7.0,2,1,415351.41
3.0,12.0,1,2,549077.99
2.0,3.0,1,2,79626.83
6.0,7.0,2,1,609273.12
5.0,12.0,2,2,1242599.34
9.0,3.0,2,2,554910.38
2.0,8.0,1,2,242769.74
8.0,8.0,0,2,822477.21
4.0,6.0,2,2,464055.76
7.0,8.0,0,1,459253.1
4.0,11.0,0,1,412430.6
1.0,12.0,2,2,239490.58
8.0,9.0,2,2,1467425.97
2.0,7.0,0,0,87649.84
6.0,2.0,0,2,156717.96
9.0,6.0,2,1,747460.26
5.0,2.0,0,2,131656.12
9.0,8.0,1,0,601181.45
7.0,2.0,0,0,94716.7
1.0,9.0,0,1,87362.92
3.0,5.0,0,1,132057.66
6.0,10.0,1,1,627389.19
6.0,14.0,1,2,1293607.59
7.0,7.0,0,0,299366.8
1.0,5.0,2,0,50237.98
9.0,13.0,1,2,1818831.89
4.0,9.0,0,0,219683.27
5.0,12.0,1,1,627895.84
9.0,5.0,2,0,485535.96
2.0,12.0,2,0,238423.68
4.0,2.0,0,0,50873.85
9.0,3.0,0,1,246601.38
7.0,12.0,1,2,1302866.26
3.0,8.0,0,1,210728.61
1.0,3.0,2,2,58889.09
7.0,7.0,1,2,768247.55
4.0,13.0,2,1,672927.42
6.0,12.0,0,0,465346.03
2.0,10.0,0,1,167453.61
5.0,7.0,1,0,255409.86
4.0,12.0,2,1,762220.9
4.0,12.0,0,1,462583.0
1.0,13.0,1,0,102988.58
3.0,3.0,1,0,68132.99
8.0,14.0,2,1,1602848.03
9.0,11.0,0,2,1246762.15
1.0,2.0,1,1,21682.52
9.0,6.0,0,0,356976.95
9.0,11.0,0,2,1197478.5
3.0,6.0,0,0,101109.52
6.0,6.0,2,0,381232.81
5.0,8.0,2,0,430541.38
8.0,5.0,1,0,363691.63
3.0,7.0,0,1,174450.08
8.0,8.0,1,2,945308.46
5.0,4.0,1,1,241604.13
2.0,5.0,0,2,120073.15
3.0,13.0,2,0,379995.66
6.0,7.0,1,2,656740.82
2.0,13.0,0,1,203026.7
1.0,6.0,0,1,53467.15
9.0,7.0,2,0,681254.96
5.0,10.0,0,0,329891.19
5.0,7.0,1,2,437774.6
4.0,12.0,0,2,548723.36
2.0,9.0,1,0,149666.45
4.0,2.0,0,2,89931.17
3.0,9.0,1,2,424772.82
8.0,13.0,1,0,817236.97
8.0,8.0,1,1,795403.04
6.0,8.0,2,2,972848.0
4.0,9.0,2,2,637371.24
7.0,5.0,0,2,418195.66
5.0,7.0,1,0,253739.49
2.0,5.0,1,0,87380.81
1.0,8.0,1,2,115729.32
1.0,11.0,2,0,113599.35
9.0,2.0,0,1,172424.16
1.0,7.0,1,0,54932.85
3.0,10.0,0,0,167044.75
2.0,11.0,0,0,141654.91
1.0,4.0,1,1,45288.82
4.0,8.0,0,0,187686.89
4.0,7.0,1,0,223252.85
9.0,12.0,1,0,973758.68
2.0,3.0,0,0,37902.51
4.0,9.0,0,1,334351.43
8.0,8.0,1,0,556925.16
7.0,7.0,1,2,628819.54
6.0,14.0,0,1,899006.25
3.0,9.0,1,2,421533.77
6.0,2.0,1,1,126384.75
9.0,13.0,0,2,1445762.58
6.0,6.0,0,2,452226.26
4.0,9.0,1,0,266206.65
4.0,13.0,2,1,782867.1
1.0,9.0,0,1,90730.35
5.0,14.0,0,1,543107.39
4.0,8.0,2,1,415970.05
3.0,12.0,0,2,425415.5
9.0,7.0,2,2,1158834.04
7.0,4.0,0,2,299764.92
4.0,6.0,1,2,327459.53
2.0,14.0,1,2,435007.74
5.0,7.0,2,1,499329.65
9.0,10.0,0,1,739374.01
5.0,14.0,0,0,467864.28
2.0,13.0,0,0,172915.62
6.0,3.0,2,1,250323.63
3.0,2.0,2,1,94611.68
6.0,6.0,2,2,696618.51
1.0,4.0,1,2,56996.96
5.0,13.0,2,1,945977.58
2.0,14.0,2,2,582700.41
2.0,12.0,1,2,355925.22
3.0,10.0,2,1,425924.44
3.0,13.0,0,0,232516.01
2.0,7.0,1,1,162222.34
6.0,4.0,2,1,329955.79
9.0,7.0,0,1,573287.02
9.0,10.0,0,1,887180.82
4.0,5.0,2,0,227373.45
6.0,8.0,2,2,1016380.94
5.0,11.0,1,0,476251.4
6.0,3.0,1,2,266471.07
5.0,3.0,0,0,98104.78
2.0,8.0,0,0,105111.67
8.0,4.0,2,1,408525.39
4.0,11.0,1,1,438175.81
5.0,2.0,2,2,215432.22
2.0,12.0,0,2,262907.49
7.0,7.0,0,1,431042.03
2.0,13.0,2,0,276278.2
3.0,3.0,0,2,102195.83
5.0,2.0,2,0,105902.06
1.0,4.0,1,0,36773.04
3.0,9.0,0,2,353762.33
4.0,10.0,2,2,742215.97
1.0,10.0,1,1,131493.21
2.0,7.0,0,0,90781.07
6.0,10.0,0,0,391675.26
7.0,7.0,0,0,343879.93
8.0,11.0,1,2,1303949.58
6.0,9.0,0,2,656264.56
2.0,13.0,1,1,258297.55
5.0,5.0,1,0,201705.84
8.0,7.0,2,2,1242489.14
6.0,13.0,1,1,911874.42
1.0,3.0,2,0,29380.55
4.0,10.0,2,1,532269.59
6.0,12.0,0,2,840605.12
7.0,14.0,1,2,1396148.41
5.0,6.0,1,2,430462.79
9.0,13.0,0,1,1016947.52
1.0,7.0,1,1,91035.43
1.0,8.0,1,2,124595.34
7.0,11.0,2,2,1441042.73
5.0,3.0,0,0,111321.14
1.0,5.0,2,0,50331.61
8.0,6.0,2,1,717376.14
8.0,8.0,1,2,903671.27
5.0,10.0,0,1,430290.26
8.0,4.0,1,0,255509.46
8.0,6.0,0,0,322636.35
3.0,5.0,1,1,188404.91
5.0,11.0,1,0,449715.95
2.0,8.0,2,0,170068.95
3.0,3.0,1,1,105119.72
6.0,11.0,2,1,844730.99
9.0,6.0,1,0,426873.42
4.0,3.0,0,1,104233.11
8.0,10.0,0,2,989916.46
7.0,8.0,2,0,554253.34
8.0,9.0,2,2,1375653.08
9.0,2.0,0,1,156980.32
6.0,7.0,0,0,237983.87
4.0,9.0,0,1,308351.74
8.0,12.0,2,2,1936447.22
9.0,4.0,2,2,646957.66
9.0,7.0,2,0,657417.4
7.0,9.0,2,0,692893.6
6.0,2.0,1,0,96531.29
2.0,10.0,1,2,291642.5
4.0,14.0,0,1,446038.24
8.0,6.0,1,1,487684.48
2.0,10.0,1,1,237610.73
5.0,9.0,1,0,390787.8
8.0,13.0,1,2,1577444.33
5.0,10.0,1,0,414310.12
1.0,13.0,1,2,193781.13
6.0,11.0,1,0,530645.48
9.0,6.0,0,1,489786.96
4.0,13.0,0,0,309823.28
7.0,13.0,0,1,772738.85
7.0,9.0,1,2,966298.55
5.0,5.0,1,2,330604.62
3.0,14.0,1,2,571243.47
7.0,12.0,1,0,732350.57
1.0,10.0,2,2,171125.19
6.0,8.0,2,1,668892.29
3.0,2.0,0,0,34786.84
8.0,2.0,1,0,128678.49
3.0,11.0,1,2,570676.49
8.0,9.0,1,1,891201.12
2.0,8.0,0,2,184180.92
5.0,4.0,2,1,278905.54
8.0,12.0,1,1,1022381.95
3.0,5.0,2,1,206747.38
4.0,13.0,1,2,878571.06
4.0,4.0,2,1,219976.5
9.0,9.0,0,2,931034.89
3.0,13.0,1,2,615254.97
4.0,3.0,1,0,99352.12
7.0,11.0,2,1,1135987.4
1.0,7.0,0,1,61881.11
2.0,13.0,0,1,219538.85
5.0,11.0,0,0,335551.41
4.0,7.0,0,0,165611.68
6.0,12.0,0,0,477480.34
1.0,8.0,2,0,89859.52
1.0,2.0,2,2,37508.09
2.0,10.0,2,0,202573.24
5.0,5.0,2,2,408652.97
5.0,11.0,0,1,501533.5
5.0,3.0,0,0,109905.23
2.0,8.0,0,1,144974.78
3.0,8.0,0,2,285953.98
2.0,7.0,0,1,127741.41
7.0,5.0,0,1,287849.94
5.0,9.0,2,2,843069.82
2.0,14.0,2,0,293443.41
3.0,11.0,1,1,344636.9
1.0,6.0,0,1,53566.84
3.0,13.0,0,0,245588.95
1.0,10.0,2,2,203049.88
7.0,10.0,2,0,696989.91
7.0,6.0,1,1,451704.08
8.0,4.0,1,0,273889.37
7.0,7.0,0,1,417371.36
5.0,9.0,0,0,292008.19
3.0,2.0,2,1,76774.46
1.0,2.0,1,0,15117.09
2.0,7.0,0,2,182299.44
8.0,7.0,1,1,600974.85
8.0,6.0,0,1,431517.63
1.0,14.0,1,2,208585.99
9.0,3.0,1,2,375620.61
9.0,10.0,2,0,1010134.94
3.0,8.0,1,2,310959.98
3.0,14.0,1,0,313762.95
3.0,9.0,1,1,285746.88
1.0,11.0,2,1,147558.42
9.0,12.0,0,0,615289.7
7.0,5.0,0,0,234579.34
6.0,6.0,0,1,315580.87
9.0,7.0,1,1,778573.24
4.0,12.0,0,1,408288.32
1.0,12.0,0,1,111317.75
9.0,14.0,0,2,1552239.33
4.0,4.0,2,1,241030.39
5.0,11.0,2,0,485950.65
1.0,4.0,2,1,51612.85
8.0,13.0,2,0,1094487.64
7.0,3.0,2,1,266844.74
3.0,10.0,1,0,222420.07
9.0,12.0,1,2,1512143.25
4.0,2.0,2,1,124460.04
9.0,11.0,1,1,1065802.42
9.0,7.0,1,0,545927.53
6.0,14.0,2,0,847337.47
9.0,7.0,0,2,703066.58
3.0,12.0,0,1,315808.64
1.0,10.0,2,0,110325.76
2.0,10.0,1,2,321457.81
1.0,6.0,1,0,47300.84
1.0,11.0,2,0,110037.88
1.0,8.0,2,1,130432.35
8.0,10.0,2,0,775854.09
3.0,5.0,1,1,179540.04
4.0,12.0,2,1,721095.85
8.0,12.0,1,0,785848.48
2.0,9.0,1,0,153643.68
5.0,12.0,0,2,695160.88
8.0,2.0,0,1,146054.44
4.0,2.0,0,2,104127.51
9.0,8.0,1,0,653363.61
9.0,8.0,2,0,742554.84
6.0,6.0,0,0,226752.81
8.0,11.0,0,0,576658.86
9.0,11.0,0,2,1236496.94
4.0,4.0,0,1,146678.14
9.0,3.0,2,0,262140.57
2.0,3.0,1,1,75839.49
8.0,8.0,0,2,776939.98
9.0,8.0,2,2,1587234.0
9.0,13.0,1,0,881604.8
9.0,4.0,0,1,304963.84
9.0,5.0,1,1,441605.62
1.0,4.0,1,1,46783.83
4.0,5.0,2,2,391184.38
8.0,7.0,1,2,902605.07
7.0,14.0,1,1,1066161.94
1.0,2.0,1,0,13975.67
4.0,3.0,1,0,96764.77
5.0,13.0,2,2,1196657.79
3.0,5.0,0,1,136343.27
7.0,3.0,2,2,372488.88
9.0,5.0,1,2,644385.46
6.0,4.0,0,1,200423.18
1.0,10.0,1,2,149333.22
7.0,9.0,1,0,470914.2
1.0,4.0,1,1,40934.48
4.0,13.0,1,0,459236.65
7.0,13.0,1,0,701564.42
7.0,7.0,1,2,706517.02
6.0,4.0,1,0,185061.95
1.0,11.0,2,1,155941.03
1.0,3.0,1,0,22917.26
8.0,5.0,1,1,414055.26
1.0,2.0,2,2,39519.52
3.0,14.0,1,1,475040.28
6.0,9.0,1,0,448759.92
3.0,6.0,1,0,161482.23
8.0,3.0,1,0,195236.8
5.0,12.0,2,2,1322187.61
3.0,8.0,1,2,349649.33
1.0,3.0,0,1,26828.07
5.0,14.0,0,1,614829.34
6.0,14.0,1,1,936442.96
4.0,10.0,2,2,942448.88
9.0,10.0,2,2,1686516.56
7.0,3.0,1,2,290214.41
5.0,14.0,1,1,754215.83
2.0,2.0,1,1,39393.74
4.0,7.0,1,1,299303.44
3.0,3.0,2,2,194462.76
2.0,10.0,2,0,247249.64
9.0,3.0,1,2,443718.17
4.0,5.0,2,1,280644.33
4.0,12.0,0,2,601415.83
8.0,13.0,0,1,937782.78
2.0,5.0,1,0,85383.69
4.0,2.0,2,1,106037.41
1.0,8.0,1,2,121564.52
9.0,5.0,1,1,491125.97
3.0,13.0,1,0,324134.75
6.0,10.0,0,2,720361.23
7.0,14.0,2,2,2224157.06
2.0,10.0,2,2,398871.3
7.0,11.0,2,2,1516553.89
2.0,12.0,0,0,157045.85
7.0,13.0,1,1,957386.94
5.0,3.0,0,1,125719.2
6.0,5.0,0,1,281427.22
8.0,8.0,1,0,496742.33
5.0,3.0,2,0,161696.65
2.0,14.0,0,1,244753.37
5.0,13.0,0,2,764318.98
2.0,2.0,2,0,44410.18
1.0,10.0,1,1,111534.14
3.0,13.0,1,0,360509.46
3.0,11.0,0,0,180319.05
5.0,6.0,0,1,279326.87
7.0,5.0,0,0,229897.97
2.0,13.0,2,0,263183.25
5.0,9.0,2,0,490833.79
7.0,12.0,1,0,674588.18
7.0,14.0,2,2,1950215.51
9.0,10.0,2,1,1180496.11
8.0,3.0,2,0,235522.89
7.0,5.0,0,0,241952.66
9.0,11.0,1,2,1572966.31
2.0,7.0,1,2,218458.47
5.0,5.0,0,0,162722.4
2.0,3.0,2,2,114925.03
4.0,14.0,0,1,468102.06
5.0,9.0,2,1,675789.88
2.0,9.0,1,0,142574.83
9.0,13.0,2,1,1626983.85
6.0,3.0,2,1,250117.53
4.0,2.0,1,2,117090.55
9.0,12.0,2,0,1095745.64
8.0,7.0,0,2,682018.45
4.0,8.0,1,1,389783.98
4.0,6.0,2,2,438197.01
1.0,2.0,1,2,30722.33
8.0,3.0,2,1,340868.86
6.0,8.0,1,2,623840.42
5.0,10.0,1,2,810647.3
3.0,3.0,1,2,148057.15
3.0,10.0,2,1,447242.26
3.0,13.0,2,2,686415.18
5.0,2.0,2,0,102278.31
1.0,13.0,2,1,207998.4
1.0,7.0,0,2,87603.44
2.0,14.0,0,2,363235.12
1.0,8.0,2,2,138140.39
7.0,12.0,0,2,967038.85
1.0,9.0,1,2,136698.55
4.0,5.0,2,1,282227.26
7.0,7.0,2,2,929888.81
4.0,2.0,1,0,67637.78
3.0,13.0,2,1,549467.08
3.0,2.0,0,0,35915.31
3.0,11.0,1,0,268631.78
2.0,14.0,2,0,320141.25
7.0,8.0,1,2,936564.96
7.0,11.0,1,1,835369.79
2.0,14.0,1,0,217332.51
3.0,6.0,0,0,107436.16
8.0,5.0,2,2,730012.03
8.0,11.0,1,2,1433581.06
4.0,7.0,1,2,416330.25
9.0,14.0,0,2,1501006.78
3.0,6.0,1,0,156738.13
6.0,8.0,1,1,492522.05
2.0,13.0,2,0,281165.82
3.0,12.0,1,2,536661.03
7.0,5.0,2,0,357621.72
5.0,13.0,0,1,643272.48
6.0,8.0,0,0,320116.73
5.0,11.0,1,1,655312.03
3.0,4.0,0,2,151840.26
6.0,14.0,2,2,1683666.13
5.0,11.0,1,1,523968.38
1.0,9.0,0,1,77562.33
4.0,13.0,2,1,752240.03
8.0,13.0,2,0,1225783.23
7.0,13.0,2,2,1858015.13
7.0,14.0,0,2,1107447.18
3.0,10.0,1,0,254955.26
3.0,2.0,0,2,70376.71
3.0,5.0,0,0,93255.89
3.0,7.0,1,2,330339.57
1.0,11.0,2,0,104979.63
1.0,3.0,0,1,29499.88
3.0,2.0,2,2,112783.01
2.0,11.0,0,2,275636.04
2.0,4.0,2,1,132109.07
2.0,12.0,1,2,362872.52
9.0,5.0,2,1,627449.24
5.0,12.0,1,1,662033.8
8.0,5.0,2,2,776568.33
9.0,7.0,0,1,516571.55
8.0,2.0,0,2,200580.94
8.0,10.0,1,0,716549.42
5.0,13.0,1,0,588267.29
5.0,7.0,2,2,711093.73
7.0,7.0,0,2,544249.92
7.0,2.0,1,0,123277.2
2.0,13.0,0,1,253519.8
9.0,4.0,0,0,256127.42
4.0,3.0,1,2,184548.8
9.0,12.0,0,0,730815.72
8.0,2.0,0,1,140430.22
1.0,9.0,2,1,122313.41
5.0,4.0,1,2,275808.77
8.0,10.0,1,2,1194663.54
7.0,3.0,0,0,126496.04
5.0,6.0,1,2,430985.65
1.0,6.0,1,0,55954.59
8.0,12.0,2,1,1260890.2
8.0,2.0,0,1,123275.22
2.0,8.0,0,1,140439.24
8.0,13.0,0,1,993181.88
3.0,7.0,0,2,291308.3
4.0,6.0,2,2,493107.38
6.0,13.0,2,1,1216013.92
2.0,9.0,1,2,277540.71
3.0,13.0,2,2,782263.34
9.0,10.0,2,1,1052488.8
5.0,10.0,0,1,439776.22
3.0,4.0,0,1,110983.31
6.0,8.0,2,1,816672.39
6.0,4.0,2,2,461613.4
7.0,10.0,0,1,621510.17
1.0,12.0,0,1,98906.99
8.0,3.0,0,1,227583.45
8.0,7.0,1,2,930754.96
6.0,13.0,2,0,781079.87
9.0,10.0,1,1,933433.34
9.0,7.0,1,1,716315.94
6.0,8.0,1,0,392542.9
2.0,10.0,1,2,308736.08
8.0,12.0,1,2,1439744.67
6.0,3.0,1,0,139813.07
9.0,4.0,1,0,311037.12
5.0,4.0,1,1,215089.02
4.0,7.0,0,0,163364.58
5.0,3.0,0,1,114393.99
4.0,10.0,2,0,429119.14
4.0,13.0,2,1,749050.13
6.0,13.0,0,0,495735.24
6.0,6.0,0,2,480816.5
9.0,14.0,1,1,1439169.84
2.0,9.0,0,2,195496.36
8.0,10.0,1,0,653850.11
6.0,9.0,2,1,764123.42
4.0,12.0,1,0,358545.29
4.0,5.0,2,1,277932.83
7.0,8.0,0,0,389535.19
5.0,3.0,0,2,177245.5
8.0,13.0,1,1,1127023.8
3.0,3.0,1,0,73413.52
8.0,5.0,0,2,506789.88
4.0,3.0,0,1,98645.6
8.0,14.0,0,2,1334201.39
3.0,4.0,2,1,175645.75
7.0,7.0,0,2,688218.52
5.0,8.0,2,1,547638.23
4.0,7.0,2,1,408655.78
7.0,4.0,1,2,407327.03
6.0,12.0,2,0,750421.26
9.0,7.0,1,1,726941.79
7.0,5.0,2,1,469642.18
5.0,2.0,1,0,83398.11
9.0,4.0,2,1,510743.41
4.0,9.0,0,2,447457.25
6.0,3.0,2,2,320648.29
2.0,10.0,1,0,164754.59
5.0,10.0,1,2,708949.5
2.0,6.0,1,1,138592.75
1.0,11.0,1,2,168221.06
9.0,11.0,2,2,2130202.67
4.0,6.0,2,0,241060.68
3.0,12.0,1,0,292216.57
2.0,7.0,2,0,128235.8
5.0,12.0,2,2,1207186.06
9.0,5.0,2,1,719602.56
6.0,14.0,1,0,700692.49
8.0,10.0,1,0,629129.36
1.0,8.0,1,2,106799.33
8.0,2.0,2,2,304408.99
8.0,11.0,1,2,1333678.76
8.0,5.0,0,2,439271.77
4.0,11.0,0,2,512783.01
1.0,6.0,0,0,42657.4
6.0,8.0,0,1,411335.92
9.0,4.0,1,0,288718.77
4.0,11.0,1,0,320699.85
9.0,10.0,1,1,975142.51
7.0,13.0,1,2,1325338.08
8.0,11.0,1,0,782844.86
9.0,5.0,0,1,418173.64
8.0,6.0,1,2,737942.91
4.0,12.0,0,0,296416.77
5.0,3.0,1,1,172847.29
8.0,6.0,1,1,504932.99
2.0,6.0,2,2,229805.92
5.0,8.0,2,1,568898.23
4.0,4.0,0,0,79985.3
3.0,14.0,2,0,370073.99
1.0,5.0,1,1,57229.83
1.0,11.0,0,0,73130.11
2.0,12.0,2,1,367620.93
3.0,12.0,0,2,457994.8
7.0,14.0,0,0,650869.33
8.0,8.0,1,2,805073.57
5.0,10.0,0,0,333978.77
8.0,7.0,2,1,862082.74
2.0,10.0,2,0,202039.38
7.0,2.0,1,1,161202.6
7.0,12.0,0,1,788906.24
1.0,9.0,2,0,98290.24
1.0,10.0,2,1,140061.4
4.0,7.0,1,0,200272.56
5.0,2.0,1,2,130171.77
4.0,12.0,2,1,642333.47
5.0,2.0,0,2,125565.92
6.0,11.0,2,0,748802.42
4.0,14.0,0,2,628036.56
4.0,13.0,0,2,710280.38
6.0,5.0,0,2,363971.69
9.0,4.0,2,2,758553.3
5.0,7.0,2,1,492320.12
9.0,6.0,1,1,600655.25
3.0,8.0,2,0,237334.3
4.0,8.0,1,1,336664.85
2.0,2.0,1,0,29362.43
3.0,12.0,0,0,220422.57
2.0,14.0,2,1,354822.45
7.0,5.0,0,2,461819.16
2.0,14.0,1,1,318789.14
1.0,5.0,1,2,67123.06
3.0,13.0,0,2,467288.62
1.0,3.0,0,0,20381.6
8.0,3.0,1,2,382937.84
5.0,6.0,1,2,386310.92
2.0,4.0,1,0,59291.01
2.0,10.0,1,1,196037.92
8.0,6.0,1,2,713358.82
8.0,7.0,0,2,664218.63
9.0,7.0,1,2,936084.27
3.0,11.0,2,1,459825.53
7.0,8.0,0,0,337977.4
4.0,13.0,2,0,552753.55
7.0,7.0,2,1,729757.7
7.0,9.0,1,2,953915.67
1.0,13.0,2,2,242127.63
6.0,13.0,2,0,806158.41
9.0,4.0,0,0,229768.82
2.0,5.0,1,0,68689.04
1.0,7.0,1,2,114364.01
2.0,6.0,1,2,186920.61
2.0,3.0,2,1,74886.24
5.0,6.0,2,0,332844.3
9.0,2.0,1,1,194349.13
7.0,14.0,1,0,751879.24
1.0,2.0,2,2,38745.42
7.0,9.0,2,1,945436.97
7.0,7.0,1,1,594220.19
2.0,9.0,2,1,274377.43
9.0,13.0,2,0,1294888.96
7.0,3.0,2,1,313576.48
1.0,2.0,2,0,20035.37
1.0,2.0,2,1,28288.64
4.0,6.0,1,0,157451.2
6.0,13.0,1,0,653861.66
5.0,10.0,1,0,400133.44
8.0,5.0,0,1,351523.76
2.0,2.0,2,1,54441.18
6.0,5.0,1,0,260936.12
9.0,4.0,0,2,427346.5
5.0,2.0,0,0,66401.44
7.0,7.0,0,0,333486.95
8.0,3.0,0,1,216712.59
5.0,9.0,0,0,270958.22
7.0,11.0,1,1,885624.86
2.0,4.0,2,0,77058.06
8.0,6.0,0,1,474602.03
2.0,11.0,2,0,208403.24
2.0,8.0,2,0,199021.99
2.0,7.0,0,2,178605.14
1.0,14.0,0,0,89640.62
8.0,9.0,0,0,423366.43
3.0,13.0,2,2,864456.76
3.0,2.0,1,1,68386.09
6.0,12.0,2,0,727148.47
8.0,6.0,1,2,809919.5
8.0,10.0,1,1,896816.69
3.0,5.0,2,0,129485.28
8.0,7.0,0,1,507870.61
7.0,13.0,2,1,1372979.12
7.0,13.0,1,2,1322178.71
1.0,10.0,1,2,151825.15
1.0,7.0,0,1,57855.91
7.0,9.0,1,2,914322.6
5.0,2.0,0,0,71961.88
9.0,9.0,2,1,1148948.11
5.0,11.0,2,1,811180.6
6.0,14.0,1,0,638691.28
5.0,5.0,0,2,337950.09
2.0,2.0,1,1,45993.86
4.0,12.0,1,2,747747.09
7.0,14.0,0,0,597294.82
7.0,7.0,0,0,297592.13
7.0,10.0,0,0,431455.01
1.0,4.0,2,2,84293.42
3.0,13.0,2,2,726077.53
1.0,12.0,0,2,140242.94
9.0,9.0,0,1,742608.3
3.0,2.0,1,2,86849.3
2.0,5.0,2,0,87491.47
8.0,14.0,0,2,1391446.74
9.0,4.0,0,0,209561.26
1.0,9.0,0,0,64295.12
8.0,2.0,0,1,156109.3
1.0,2.0,0,1,18654.97
1.0,5.0,1,0,36292.01
1.0,10.0,2,2,181161.65
8.0,3.0,0,0,150475.33
4.0,7.0,2,0,249160.32
1.0,13.0,2,1,196455.34
2.0,8.0,2,1,255542.31
8.0,2.0,0,0,104945.47
4.0,14.0,2,1,829363.21
3.0,10.0,2,1,493089.98
7.0,3.0,1,1,251990.03
5.0,3.0,2,2,282305.64
6.0,5.0,1,0,207018.98
6.0,12.0,0,0,454248.87
8.0,8.0,0,2,720524.82
9.0,8.0,2,0,788056.13
6.0,7.0,2,1,605454.16
8.0,8.0,1,2,891944.07
8.0,11.0,1,0,679142.02
6.0,10.0,1,0,475960.69
4.0,2.0,0,1,66491.53
5.0,7.0,2,1,470622.25
4.0,7.0,1,2,396176.28
4.0,11.0,2,1,595729.57
5.0,7.0,2,1,451216.2
6.0,13.0,1,0,617503.57
5.0,11.0,1,1,708095.24
4.0,7.0,1,1,292365.66
2.0,14.0,1,1,266596.08
2.0,14.0,0,1,285665.48
9.0,7.0,1,0,481146.56
2.0,10.0,0,0,115828.97
8.0,4.0,0,1,289950.44
7.0,8.0,1,0,404627.86
7.0,11.0,1,0,620202.52
9.0,12.0,0,1,944736.6
6.0,14.0,2,1,1052337.78
8.0,12.0,1,0,864070.75
3.0,4.0,2,0,118554.15
3.0,3.0,0,0,58708.73
2.0,9.0,0,2,195282.68
5.0,2.0,2,0,101631.88
6.0,10.0,1,1,682216.22
7.0,4.0,1,1,289644.29
8.0,4.0,0,1,298046.64
2.0,6.0,2,1,174014.83
3.0,9.0,2,1,406835.2
9.0,4.0,1,1,356288.58
2.0,11.0,2,1,314930.59
8.0,14.0,2,2,2294159.13
7.0,8.0,1,0,427394.37
9.0,9.0,2,0,847344.36
8.0,7.0,2,2,1109965.43
7.0,7.0,1,1,538461.68
1.0,7.0,1,0,54369.21
1.0,11.0,1,1,112256.81
6.0,11.0,0,1,525950.96
6.0,8.0,2,0,445756.65
3.0,12.0,2,2,726346.39
6.0,8.0,0,2,503845.63
7.0,2.0,0,0,89512.12
2.0,3.0,0,0,44400.82
8.0,11.0,0,0,481311.83
8.0,12.0,0,0,634375.73
3.0,6.0,1,2,220764.77
1.0,11.0,2,0,100505.69
8.0,11.0,2,0,897101.87
5.0,5.0,0,2,309511.15
5.0,10.0,0,0,362044.41
7.0,11.0,1,0,624351.45
1.0,13.0,1,2,176791.02
2.0,11.0,2,2,465346.57
5.0,9.0,2,0,528016.76
9.0,12.0,1,0,876808.92
7.0,6.0,1,2,661495.5
2.0,10.0,0,1,161699.07
6.0,12.0,0,2,866824.37
9.0,5.0,1,0,403146.13
3.0,8.0,1,1,273633.61
5.0,7.0,0,0,209594.07
7.0,6.0,2,1,601035.36
3.0,3.0,2,0,95564.82
9.0,9.0,0,0,551156.11
8.0,4.0,1,1,342385.72
4.0,10.0,0,1,383547.51
3.0,8.0,1,1,241713.36
5.0,9.0,2,2,887531.92
8.0,6.0,2,1,705517.45
7.0,13.0,2,1,1347079.13
4.0,6.0,0,2,278558.74
6.0,2.0,1,1,140966.63
5.0,10.0,0,0,348253.46
3.0,6.0,1,2,296941.84
7.0,6.0,0,1,378110.81
3.0,3.0,0,0,57258.74
7.0,3.0,1,2,307880.94
7.0,14.0,0,2,1181652.98
6.0,8.0,2,0,525091.88
4.0,9.0,0,2,441463.03
5.0,13.0,0,1,613673.82
6.0,14.0,1,2,1428259.65
9.0,2.0,2,2,358299.57
3.0,8.0,2,1,373216.39
7.0,10.0,1,1,710069.69
4.0,3.0,0,1,106324.22
3.0,10.0,0,1,270177.45
9.0,5.0,0,2,546491.35
2.0,14.0,0,0,202235.45
8.0,3.0,1,1,242264.12
4.0,13.0,2,2,1106668.71
4.0,5.0,2,2,405774.49
8.0,7.0,0,0,364286.31
1.0,5.0,2,2,86282.35
9.0,4.0,0,0,224728.6
6.0,7.0,2,1,655992.62
